time (s),U,V,W
388.4375,2.84,2.59,-0.06
388.46875,2.81,2.2,0.05
388.5,2.94,2.46,0.08
388.53125,2.83,2.53,0.07
388.5625,2.82,2.2,0.03
388.59375,2.68,2.62,0.04
388.625,2.86,2.39,-0.06
388.65625,2.71,2.33,0.24
388.6875,2.66,2.4,0.29
388.71875,2.89,2.24,0.02
388.75,2.83,2.18,-0.01
388.78125,2.73,2.28,0.13
388.8125,2.76,2.14,0.08
388.84375,2.55,2.58,0.14
388.875,2.55,2.35,0.3
388.90625,2.72,2.47,0.16
388.9375,2.74,2.45,0.03
388.96875,2.63,2.4,0.22
389,2.97,2.5,0.21
389.03125,2.64,2.19,0.31
389.0625,2.74,2.3,0.06
389.09375,2.87,2.45,-0.11
389.125,2.78,2.18,0.24
389.15625,2.78,2.21,0.39
389.1875,2.59,2.21,0.34
389.21875,2.79,2.26,0.18
389.25,2.78,2.42,-0.06
389.28125,2.69,2.23,0.25
389.3125,2.78,2.21,0.3
389.34375,2.62,2.46,0.19
389.375,2.63,2.56,0.13
389.40625,2.86,2.33,0.18
389.4375,2.63,2.41,0.16
389.46875,2.81,2.18,0.2
389.5,2.49,2.25,0.42
389.53125,2.76,2.21,0.18
389.5625,2.69,2.29,0.27
389.59375,2.91,2.55,0.05
389.625,2.46,2.11,0.3
389.65625,2.65,2.43,0.17
389.6875,2.78,2.36,0.16
389.71875,2.5,2.06,0.31
389.75,2.49,2.24,0.07
389.78125,2.55,1.87,0.25
389.8125,2.84,2.05,0.34
389.84375,2.61,1.82,0.44
389.875,2.55,1.99,0.31
389.90625,3.14,1.96,0.21
389.9375,2.69,1.61,0.31
389.96875,2.59,1.81,0.36
390,2.97,1.97,0.42
390.03125,3.06,1.96,0.14
390.0625,3.01,2.09,0.16
390.09375,3.11,2.13,0.1
390.125,3.17,2.01,0.09
390.15625,3.2,1.95,0.3
390.1875,3.04,1.57,0.2
390.21875,3.21,1.76,0.29
390.25,3.19,2.09,0.04
390.28125,3.12,2.23,0.13
390.3125,3.16,2.12,-0.03
390.34375,3.04,2.34,0.07
390.375,3.25,2.1,0.04
390.40625,3.24,2.35,0.08
390.4375,3.3,2.37,0.01
390.46875,3.18,2.66,-0.03
390.5,2.61,2.86,0.12
390.53125,2.89,2.14,0.23
390.5625,3.02,2.47,0.35
390.59375,2.81,2.29,0.09
390.625,2.94,2.53,0.2
390.65625,2.75,2.31,0.14
390.6875,3.01,2.33,0.25
390.71875,2.68,1.83,0.36
390.75,2.42,2.16,0.41
390.78125,2.27,1.66,0.33
390.8125,2.29,2.12,0.37
390.84375,2.11,2.15,0.32
390.875,2.14,2.2,0.35
390.90625,2.18,1.82,0.25
390.9375,2.27,2.36,0.44
390.96875,2.52,1.74,0.28
391,2.4,1.83,0.22
391.03125,2.11,2.05,0.3
391.0625,2.13,1.86,0.25
391.09375,2.06,1.92,0.15
391.125,2.32,1.66,0.2
391.15625,2.26,2.09,0.36
391.1875,1.84,1.84,0.24
391.21875,2.04,2,0.13
391.25,2.2,1.37,0.49
391.28125,2,1.85,0.43
391.3125,2.4,1.76,0.25
391.34375,2.25,1.48,0.33
391.375,2.38,1.69,0.31
391.40625,2.46,1.85,0.37
391.4375,2.32,1.78,0.32
391.46875,2.74,1.92,0.19
391.5,2.77,2.01,0.43
391.53125,2.97,1.82,0.39
391.5625,2.95,1.86,0.17
391.59375,3.03,1.7,0.26
391.625,2.84,1.92,0.18
391.65625,2.81,1.89,0.13
391.6875,2.83,1.48,0.2
391.71875,3.09,2.36,0.03
391.75,2.95,2.04,0.04
391.78125,2.97,1.77,0.27
391.8125,3.19,2.4,0.28
391.84375,2.96,2.39,0.33
391.875,2.98,2.32,0.28
391.90625,3.08,2.18,0.25
391.9375,2.58,2.04,0.14
391.96875,3,2.25,0.36
392,2.65,2.36,0.05
392.03125,2.5,1.82,-0.08
392.0625,2.78,1.94,-0.17
392.09375,2.81,2.26,-0.05
392.125,2.21,1.21,0.13
392.15625,2.48,1.84,0.15
392.1875,2.47,2.06,0.02
392.21875,2.22,1.37,0.16
392.25,2.56,1.45,0.22
392.28125,2.42,2.1,0.2
392.3125,2.57,2.11,0.28
392.34375,2.04,1.87,0.21
392.375,2.21,2.35,-0.1
392.40625,2.23,1.23,0.05
392.4375,2.57,1.66,0
392.46875,2.43,1.8,-0.05
392.5,2.42,2.21,-0.1
392.53125,2.5,2.02,0.13
392.5625,2.62,1.84,-0.07
392.59375,2.46,2.13,-0.13
392.625,2.47,1.61,0.18
392.65625,2.5,1.75,-0.08
392.6875,2.34,1.93,0.03
392.71875,1.98,1.58,-0.17
392.75,2.43,1.87,0.03
392.78125,2.5,1.87,-0.02
392.8125,2.21,1.85,0.04
392.84375,2.39,1.78,-0.23
392.875,2.34,1.58,-0.08
392.90625,2.3,1.92,0.01
392.9375,2.24,1.92,-0.18
392.96875,2.39,1.64,-0.14
393,2.42,1.6,-0.01
393.03125,2.11,1.72,0.06
393.0625,2.6,1.64,0.05
393.09375,2.41,1.83,-0.09
393.125,2.38,1.57,-0.01
393.15625,2.73,1.45,0.02
393.1875,2.83,1.87,-0.09
393.21875,2.37,1.54,-0.14
393.25,2.21,0.92,0.34
393.28125,2.61,1.62,-0.13
393.3125,2.57,1.77,0.11
393.34375,2.5,1.39,-0.17
393.375,2.49,1.93,0
393.40625,2.41,1.72,-0.13
393.4375,2.26,1.84,-0.14
393.46875,2.29,1.62,0.06
393.5,2.27,1.86,-0.04
393.53125,2.37,1.69,-0.21
393.5625,2.32,1.53,0.1
393.59375,2.71,1.88,-0.05
393.625,2.78,1.36,-0.02
393.65625,2.56,2.14,-0.05
393.6875,2.08,1.53,0.08
393.71875,2.23,1.87,-0.31
393.75,2.32,1.43,0.08
393.78125,2.53,1.62,0.17
393.8125,2.57,1.84,0.11
393.84375,2.17,1.31,-0.15
393.875,2.47,1.56,-0.02
393.90625,2.42,2.05,0.03
393.9375,2.21,1.52,0.29
393.96875,2.11,1.12,0.02
394,1.92,1.63,0.02
394.03125,2.41,1.31,0.07
394.0625,2.15,1.4,0.1
394.09375,2.24,1.53,-0.01
394.125,2.03,1.56,0.09
394.15625,2.32,1.79,-0.18
394.1875,2.25,1.45,-0.11
394.21875,2.39,1.57,0.18
394.25,2.44,1.36,0
394.28125,2.12,1.87,-0.09
394.3125,2.31,1.77,0.06
394.34375,2.47,1.63,0.12
394.375,2.21,2.01,-0.01
394.40625,2.23,1.91,-0.05
394.4375,2.27,1.79,-0.04
394.46875,2.16,2.39,-0.03
394.5,2.11,1.84,0.18
394.53125,2.31,1.55,0.02
394.5625,2.07,1.65,0.19
394.59375,2.26,1.32,0.18
394.625,2.38,1.14,-0.12
394.65625,2.27,1.44,0.26
394.6875,2.54,1.53,-0.13
394.71875,2.3,1.61,0.15
394.75,2.46,1.57,0.15
394.78125,2.33,1.63,0.1
394.8125,2.33,1.54,-0.03
394.84375,2.3,1.45,0.05
394.875,2.4,1.56,-0.07
394.90625,2.25,1.31,-0.04
394.9375,2.46,1.54,-0.12
394.96875,2.48,1.61,0.15
395,2.34,1.48,0.17
395.03125,2.09,1.6,0.03
395.0625,1.88,1.64,0
395.09375,2.24,1.23,-0.17
395.125,2.6,1.58,-0.02
395.15625,2.44,1.84,0.09
395.1875,2.16,1.3,-0.16
395.21875,2.16,1.74,-0.2
395.25,2.21,1.59,-0.04
395.28125,2.2,1.46,0.09
395.3125,2.16,1.19,0.12
395.34375,2.36,1.53,0.28
395.375,2.39,1.63,0.04
395.40625,2.46,1.47,-0.09
395.4375,2.3,1.53,-0.09
395.46875,2.23,1.83,0
395.5,2.1,1.69,-0.13
395.53125,2.35,1.16,0.14
395.5625,2.35,1.3,0.02
395.59375,2.34,1.3,0.1
395.625,2.19,1.34,-0.04
395.65625,2.3,1.44,-0.02
395.6875,2.27,1.39,0.16
395.71875,2.18,1.61,-0.08
395.75,2.22,1.46,-0.04
395.78125,2.19,1.5,0.1
395.8125,2.18,1.81,-0.01
395.84375,2.41,1.23,-0.02
395.875,1.93,1.65,0.36
395.90625,2.14,1.37,0.03
395.9375,2.09,1.3,0.01
395.96875,2.39,1.68,0.01
396,2.36,1.4,-0.12
396.03125,2.17,1.32,0.03
396.0625,2.26,1.51,0.13
396.09375,2.06,1.71,0.05
396.125,2.42,1.57,0.16
396.15625,2.13,1.56,-0.03
396.1875,2.14,1.12,0.15
396.21875,2.53,1.45,-0.05
396.25,2.47,1.78,0.03
396.28125,2.32,1.64,0.06
396.3125,2.04,1.84,0.12
396.34375,2.42,1.47,0.13
396.375,2.26,1.76,0.09
396.40625,1.92,1.64,-0.11
396.4375,1.99,1.22,0.23
396.46875,2.3,1.77,0.02
396.5,2.46,1.56,-0.03
396.53125,2.43,1.63,0.16
396.5625,2.05,1.61,-0.05
396.59375,2.44,1.14,0.08
396.625,2.38,1.65,0.02
396.65625,2.28,1.6,0.02
396.6875,2.37,1.25,0.14
396.71875,2.12,1.24,0.22
396.75,2.22,1.25,0.01
396.78125,2.03,1.69,0.14
396.8125,2.17,1.83,0.2
396.84375,2.11,1.6,-0.11
396.875,2.42,1.55,-0.01
396.90625,2.25,1.77,0.11
396.9375,2.09,1.47,0.23
396.96875,2.15,1.86,0.02
397,2.36,1.49,0.08
397.03125,2.41,1.79,0.12
397.0625,2.37,1.66,-0.06
397.09375,2.22,1.6,0.06
397.125,2.51,1.42,0.23
397.15625,2.38,1.89,0.03
397.1875,2.29,1.9,-0.15
397.21875,2.17,1.65,0.08
397.25,2.11,1.86,0.04
397.28125,2.3,1.12,0.32
397.3125,2.25,1.21,0.13
397.34375,2.41,1.79,0.2
397.375,2.3,1.7,-0.17
397.40625,2.24,1.85,-0.07
397.4375,2.32,1.51,-0.08
397.46875,2.25,1.69,0.08
397.5,2.21,1.76,0.08
397.53125,2.28,1.47,-0.05
397.5625,2.4,1.14,0.12
397.59375,2.28,1.76,-0.05
397.625,2.32,1.7,0.02
397.65625,2.25,1.41,0.06
397.6875,2.45,1.41,-0.02
397.71875,2.25,1.89,0.11
397.75,2.18,2,-0.06
397.78125,2.45,1.71,-0.03
397.8125,2.41,1.84,-0.14
397.84375,2.12,1.74,0.08
397.875,2.11,1.49,0.33
397.90625,2.13,1.67,-0.08
397.9375,1.99,1.38,-0.07
397.96875,2.32,1.78,0.02
398,2.29,1.83,0.17
398.03125,2.44,1.76,-0.08
398.0625,2.49,1.89,-0.09
398.09375,2.19,1.79,-0.11
398.125,2.16,1.47,0.18
398.15625,2.14,1.37,0.07
398.1875,2.18,1.59,0.23
398.21875,2.17,1.85,-0.02
398.25,2.28,1.69,0.17
398.28125,2.35,1.39,0.07
398.3125,2.12,1.49,-0.19
398.34375,2.32,1.59,0.18
398.375,2.29,1.57,0.16
398.40625,2.1,1.54,0
398.4375,2.01,1.74,-0.04
398.46875,2.19,1.47,0.1
398.5,2.34,1.66,0.01
398.53125,2.33,1.56,0.18
398.5625,2.06,1.4,0.19
398.59375,2.22,1.78,0.01
398.625,2.29,1.57,-0.04
398.65625,2.13,1.64,0.07
398.6875,2.33,1.59,-0.07
398.71875,1.92,1.79,0.08
398.75,2.23,1.78,0.41
398.78125,2.09,0.95,0.08
398.8125,1.94,1.77,0.34
398.84375,2.06,1.4,0.05
398.875,2.39,1.68,0
398.90625,2.35,1.8,0.07
398.9375,2.31,1.85,0.06
398.96875,2.05,1.36,-0.07
399,2.28,1.07,-0.06
399.03125,2.1,1.33,-0.12
399.0625,1.98,1.58,-0.05
399.09375,2.33,1.84,-0.09
399.125,2.31,1.88,0.03
399.15625,2.12,1.57,0.13
399.1875,2.26,1.67,-0.08
399.21875,1.95,1.5,0.12
399.25,2.35,1.6,0.16
399.28125,2.54,1.49,-0.15
399.3125,2.19,1.56,-0.06
399.34375,2.24,1.64,-0.04
399.375,2.33,1.46,0.12
399.40625,2.14,1.45,0.02
399.4375,2.28,1.53,0.02
399.46875,2.17,1.54,0.01
399.5,2.11,1.58,-0.09
399.53125,2.17,1.61,0.19
399.5625,1.98,1.48,0.1
399.59375,2.38,1.85,0.07
399.625,2.37,1.94,0
399.65625,2.23,1.67,-0.01
399.6875,2.38,1.64,-0.08
399.71875,2.12,1.45,0.22
399.75,2.29,1.8,-0.03
399.78125,2.13,1.86,0.01
399.8125,2.05,1.85,-0.13
399.84375,2.07,1.74,0.06
399.875,1.86,1.31,0.42
399.90625,2.08,1.77,-0.05
399.9375,2.43,1.92,-0.12
399.96875,2.41,1.6,0.03
400,2.22,1.76,0.02
400.03125,2.16,1.6,-0.08
400.0625,1.74,1.09,0.28
400.09375,2.42,1.5,0.04
400.125,2.19,1.53,0.13
400.15625,2.27,1.64,-0.12
400.1875,2.35,1.37,0
400.21875,2.25,1.63,0.06
400.25,2.02,1.3,-0.11
400.28125,2.04,1.27,0.13
400.3125,2.16,1.78,0.12
400.34375,2.16,1.81,-0.2
400.375,2.33,1.54,0.04
400.40625,2.23,1.79,0.13
400.4375,2.32,1.65,-0.02
400.46875,2.28,1.55,0.12
400.5,2.46,1.46,0.1
400.53125,2.21,2.01,0.04
400.5625,2.07,1.56,0.1
400.59375,2.04,1.81,-0.02
400.625,2.32,1.4,0.07
400.65625,2.14,1.45,-0.12
400.6875,2.25,1.78,0.14
400.71875,2.1,1.59,0.21
400.75,2.27,1.68,0.02
400.78125,2.13,1.53,0.13
400.8125,2.18,1.54,0.06
400.84375,2.24,1.6,0.03
400.875,2.34,1.8,0.11
400.90625,2.17,1.59,0.14
400.9375,2.14,1.49,0.09
400.96875,2.04,1.53,0.08
401,1.99,1.24,0.41
401.03125,2.41,1.68,-0.15
401.0625,2.23,1.43,-0.05
401.09375,2.02,1.52,0.05
401.125,2.02,1.76,0.28
401.15625,2.18,1.64,-0.23
401.1875,2.36,1.7,0.02
401.21875,2.24,1.52,0.21
401.25,2.02,1.63,0.11
401.28125,2.21,1.61,-0.12
401.3125,2.43,1.83,-0.05
401.34375,2.24,1.86,0.15
401.375,2.05,1.78,-0.07
401.40625,2.34,2.15,0.1
401.4375,2.24,1.46,-0.07
401.46875,2.28,1.49,-0.06
401.5,2.25,1.25,-0.05
401.53125,2.17,1.18,0.27
401.5625,2.31,1.65,-0.02
401.59375,2.41,1.7,-0.11
401.625,2.1,1.54,0.1
401.65625,2.31,1.53,0.11
401.6875,2.3,1.52,0.05
401.71875,2.05,1.41,0.19
401.75,2.38,1.84,-0.09
401.78125,2.16,1.69,0.08
401.8125,2.34,1.68,-0.09
401.84375,2.21,1.63,-0.06
401.875,2.07,1.45,0.2
401.90625,2.22,1.33,0.02
401.9375,1.97,1.46,0.06
401.96875,2.42,1.79,-0.08
402,2.46,1.87,0.04
402.03125,2.32,1.62,0.08
402.0625,2.11,1.6,0.11
402.09375,2.37,1.68,0.08
402.125,2.23,1.61,0.15
402.15625,2.33,1.38,0.02
402.1875,2.08,1.5,0.29
402.21875,2.17,1.62,0.05
402.25,2,1.77,0.05
402.28125,2.31,1.82,-0.04
402.3125,2.45,1.76,0.05
402.34375,2.06,1.54,0.03
402.375,2.11,1.64,-0.09
402.40625,2.14,1.43,0.02
402.4375,2.32,1.67,0.06
402.46875,2.5,1.77,-0.04
402.5,2.19,1.82,0.01
402.53125,2.32,1.22,0.29
402.5625,2.49,1.97,0.09
402.59375,2.39,2.02,0.15
402.625,2.17,1.78,0.33
402.65625,2.07,1.56,0.55
402.6875,2.45,2.16,0.16
402.71875,2.8,2.15,0.16
402.75,2.8,2.24,0.36
402.78125,2.9,2.44,0.06
402.8125,3.51,1.76,0.52
402.84375,2.71,2.15,0.33
402.875,3.33,2.43,0.29
402.90625,3.66,2.78,0.3
402.9375,3.4,2.47,0.24
402.96875,3.16,2.32,0.15
403,3.97,2.83,-0.06
403.03125,3.67,2.6,0.31
403.0625,3.92,2.84,0.57
403.09375,4.15,2.63,0.13
403.125,3.72,2.56,0.28
403.15625,3.69,2.6,0.33
403.1875,3.91,3.47,0.27
403.21875,3.89,3.19,0.29
403.25,3.62,3.3,-0.05
403.28125,4.07,2.97,0.19
403.3125,4.09,3.14,0.32
403.34375,4.48,2.71,0.33
403.375,4.28,2.86,0.32
403.40625,3.73,2.44,0.29
403.4375,4.21,3.03,-0.02
403.46875,4.03,2.56,0.09
403.5,3.62,3.28,0.02
403.53125,3.89,2.93,0.12
403.5625,3.84,2.93,0.45
403.59375,3.76,2.68,0.34
403.625,4.1,2.76,0.16
403.65625,3.84,2.5,0.3
403.6875,4.06,2.16,0.11
403.71875,3.96,2.27,0.58
403.75,4.1,3.08,0.2
403.78125,4.22,2.93,0.3
403.8125,4.12,3.24,0.35
403.84375,4.01,2.28,0.5
403.875,3.85,2.48,0.02
403.90625,4.01,3.02,0.1
403.9375,4.46,3.12,0.44
403.96875,3.82,2.9,-0.02
404,4.37,2.63,0.24
404.03125,3.95,2.94,0.13
404.0625,3.88,2.76,0.1
404.09375,4.05,2.83,0.25
404.125,3.76,2.91,0.33
404.15625,4.14,2.94,0.12
404.1875,3.88,2.74,0.4
404.21875,3.62,2.73,0.11
404.25,4.24,2.74,0.12
404.28125,4.34,3.15,0.16
404.3125,4.17,2.83,0.37
404.34375,4.16,3.25,0.19
404.375,3.88,3.23,0.08
404.40625,4.12,3.04,0.2
404.4375,4.17,2.88,0.43
404.46875,4.19,2.99,0.04
404.5,4.14,2.91,0.24
404.53125,4.17,2.76,0.08
404.5625,3.88,2.58,0.5
404.59375,4.08,2.79,0.23
404.625,3.98,3.4,-0.02
404.65625,4.24,1.65,0.45
404.6875,4.07,3.04,-0.03
404.71875,4.09,2.57,0.25
404.75,3.99,2.45,0.11
404.78125,3.65,2.68,0.34
404.8125,4.32,2.32,0.32
404.84375,3.95,2.73,0.24
404.875,3.87,3.23,0.01
404.90625,4.13,3.44,0.04
404.9375,3.92,2.7,0.37
404.96875,4.09,2.73,0.22
405,3.91,3.18,0.03
405.03125,4.63,1.81,0.27
405.0625,3.93,3.28,-0.06
405.09375,4.23,3.13,0.01
405.125,4.46,3.24,0
405.15625,4.29,3.21,0.03
405.1875,4.3,3.4,-0.03
405.21875,4.3,2.69,0.32
405.25,3.82,2.44,0.26
405.28125,4.22,3.31,0.03
405.3125,4.02,1.95,0.27
405.34375,3.82,3.2,-0.09
405.375,4.24,3.35,-0.33
405.40625,4.15,2.88,0.15
405.4375,4.11,3.5,0.4
405.46875,3.71,3.15,0.46
405.5,3.98,3.49,0.08
405.53125,4.09,3.39,0.05
405.5625,3.59,2.75,0.22
405.59375,4.13,3.71,-0.11
405.625,4.31,3,0.09
405.65625,3.98,3,0
405.6875,4.08,2.96,0.34
405.71875,4.22,3.26,0.25
405.75,3.97,2.76,0.03
405.78125,4.26,3.15,-0.11
405.8125,3.82,2.66,0.33
405.84375,3.83,2.84,0.18
405.875,4.26,2.95,0.4
405.90625,4.15,3.01,0.34
405.9375,3.65,2.1,0.52
405.96875,4.25,3.3,0.27
406,4.17,3.02,0.07
406.03125,3.77,2.9,0.31
406.0625,4.44,3.33,0.23
406.09375,3.81,1.98,0.43
406.125,3.66,2.59,0.38
406.15625,3.71,3.11,0.18
406.1875,3.78,3.31,0.28
406.21875,3.9,2.76,-0.1
406.25,3.99,2.3,0.36
406.28125,3.99,2.68,0.33
406.3125,3.85,2.97,0.12
406.34375,3.67,3.32,0.17
406.375,4.39,3.04,-0.01
406.40625,3.8,3.13,0.34
406.4375,3.27,2.57,0.42
406.46875,4.04,2.81,0.07
406.5,3.84,2.74,0.01
406.53125,3.79,3.28,0.03
406.5625,4.32,2.99,0.11
406.59375,4.37,3.1,0.18
406.625,3.79,2.88,0.35
406.65625,3.58,2.79,0.16
406.6875,3.76,2.98,0.28
406.71875,3.09,2.24,0.5
406.75,3.65,3.23,-0.19
406.78125,3.51,2.6,0.39
406.8125,3.88,2.45,0.42
406.84375,3.5,2.4,0.08
406.875,3.2,3.05,0.28
406.90625,3.81,2.92,0.06
406.9375,3.57,2.41,0.1
406.96875,3.82,3.32,0.26
407,3.5,2.89,-0.19
407.03125,3.49,3.08,-0.2
407.0625,3.39,2.02,0.08
407.09375,3.6,2.24,0.3
407.125,3.58,3.26,0.01
407.15625,3.4,2.42,0.16
407.1875,3.13,2.68,0.17
407.21875,3.3,2.61,0.15
407.25,3.54,2.61,-0.09
407.28125,3.51,2.51,-0.15
407.3125,3.55,2.7,0.08
407.34375,2.95,2.7,0
407.375,3.32,2.42,0.28
407.40625,2.97,2.28,0.38
407.4375,3.49,2.66,-0.04
407.46875,3.25,2.36,0.05
407.5,3.34,2.63,0.32
407.53125,3.37,2.52,0.33
407.5625,3.3,2.58,0.38
407.59375,3.13,2.69,0.07
407.625,3.31,2.26,0.04
407.65625,2.97,2.79,-0.01
407.6875,3.19,2.56,0.33
407.71875,3.07,2.9,-0.02
407.75,3.09,2.38,-0.01
407.78125,2.87,1.91,0.03
407.8125,3.26,2.91,0.02
407.84375,3.16,2.25,-0.01
407.875,3.18,1.97,0.24
407.90625,3.37,2.54,0.07
407.9375,3.28,2.27,-0.01
407.96875,2.94,2.91,0
408,2.95,2.82,0.07
408.03125,2.66,1.74,0.13
408.0625,3.48,2.59,-0.03
408.09375,2.99,2.41,0.14
408.125,2.79,2.44,0.04
408.15625,3.1,2.57,0.07
408.1875,3.15,2.42,0.25
408.21875,3.04,2.32,0.17
408.25,3.12,2.47,0.23
408.28125,3.04,2.23,0.14
408.3125,2.82,2.17,0.13
408.34375,2.83,2.54,0.03
408.375,3.04,2.22,-0.01
408.40625,2.98,2.46,-0.01
408.4375,3.11,2.43,-0.05
408.46875,2.79,2.18,0.09
408.5,2.73,2.5,-0.1
408.53125,3.07,2.41,0.05
408.5625,3.06,2.26,0.09
408.59375,3.17,1.71,0.32
408.625,2.88,2.01,-0.03
408.65625,2.93,2.13,0.01
408.6875,2.61,2.07,0.26
408.71875,2.86,2.21,0.19
408.75,2.57,2.34,0.19
408.78125,2.8,2.18,0.07
408.8125,2.79,1.89,0.06
408.84375,2.42,2,0.2
408.875,2.38,1.69,0.82
408.90625,3.04,2.63,-0.11
408.9375,2.8,2.54,-0.05
408.96875,2.47,2.41,-0.4
409,3.05,2.24,0.12
409.03125,2.94,2.13,0.3
409.0625,3.03,1.86,0.02
409.09375,2.72,2.06,0.07
409.125,2.82,2.35,0.09
409.15625,2.78,2.6,0.05
409.1875,2.75,2.29,0.02
409.21875,3.01,1.65,0
409.25,2.94,2.34,-0.09
409.28125,2.71,2.34,0.14
409.3125,2.91,2.09,0.13
409.34375,2.77,2.18,0.05
409.375,2.56,2.06,0.4
409.40625,2.5,2.66,0.17
409.4375,2.58,1.82,0.26
409.46875,2.62,1.78,0.05
409.5,2.6,1.89,-0.16
409.53125,2.63,1.88,0.28
409.5625,2.72,2.2,-0.04
409.59375,2.83,1.74,-0.02
409.625,2.69,2,0.26
409.65625,2.76,2.18,0.01
409.6875,2.83,2.09,0.13
409.71875,2.87,2.05,0.01
409.75,3.02,2.05,0.16
409.78125,2.93,2.28,-0.03
409.8125,2.78,1.8,0.27
409.84375,2.76,2.2,0.35
409.875,2.96,2.12,0.17
409.90625,2.9,2.04,0.27
409.9375,2.83,2.09,0.02
409.96875,2.71,2.44,0.15
410,2.49,1.74,0.26
410.03125,2.98,2.03,0.16
410.0625,2.8,2.18,0.3
410.09375,2.85,2.04,0.19
410.125,2.66,2.17,0.08
410.15625,2.91,2.17,0.3
410.1875,2.93,1.75,0.05
410.21875,2.96,1.98,0.2
410.25,2.84,1.8,0.43
410.28125,2.66,2.13,0.18
410.3125,2.81,2.19,0.36
410.34375,2.87,2.05,0.26
410.375,2.8,1.73,0.32
410.40625,2.86,1.89,0.28
410.4375,2.88,1.69,0.48
410.46875,3.02,2.08,0.33
410.5,3.14,1.95,0.23
410.53125,2.97,1.85,0.44
410.5625,2.97,1.95,0.29
410.59375,2.69,2.03,0.28
410.625,3.05,2.18,0.4
410.65625,2.94,1.68,0.08
410.6875,2.94,2.06,0.27
410.71875,3.06,1.64,0.22
410.75,2.89,2.05,0.05
410.78125,2.93,2.02,0.23
410.8125,2.72,2.1,0.11
410.84375,2.97,1.84,0.21
410.875,2.95,1.81,0.21
410.90625,2.63,2.03,0.19
410.9375,2.95,1.89,0.02
410.96875,2.95,1.72,0.06
411,2.84,1.7,0.35
411.03125,2.92,1.86,0.26
411.0625,2.91,1.4,0.29
411.09375,2.79,1.94,0
411.125,2.82,1.83,0
411.15625,2.92,1.84,0.19
411.1875,2.99,1.89,0.12
411.21875,2.83,1.88,0.05
411.25,2.91,1.93,0.07
411.28125,3.18,1.84,0.26
411.3125,3.02,1.79,0.38
411.34375,2.84,1.83,0.14
411.375,2.77,1.74,0.27
411.40625,2.95,2.1,0.13
411.4375,2.96,1.62,0.06
411.46875,3.01,1.4,0.17
411.5,2.78,1.88,0.09
411.53125,2.92,1.9,0.17
411.5625,3.15,2.1,0.04
411.59375,3,1.74,0.25
411.625,2.93,1.9,0.17
411.65625,2.84,2.24,0.21
411.6875,2.73,2.29,0.06
411.71875,2.84,2.19,0.28
411.75,3.21,2.18,-0.03
411.78125,3.14,2.06,0.08
411.8125,2.95,1.58,0.15
411.84375,3.08,2.12,0.13
411.875,2.76,2.1,0.37
411.90625,3.08,2.1,0.11
411.9375,3.31,1.57,0.1
411.96875,3.01,1.8,0.28
412,2.88,1.33,0.16
412.03125,2.89,1.98,0.2
412.0625,2.99,1.31,0.25
412.09375,3.26,1.78,0.19
412.125,3.11,1.91,0.02
412.15625,3.21,1.75,0.08
412.1875,3.14,1.84,0.07
412.21875,3.26,1.86,0.08
412.25,3.21,1.92,0.22
412.28125,2.92,2.05,0.08
412.3125,2.9,1.49,0.15
412.34375,2.92,1.73,0.25
412.375,2.9,2.57,0.1
412.40625,3.03,2.13,0.36
412.4375,3.01,1.91,0.21
412.46875,3.09,1.64,0.03
412.5,2.68,2.15,0.23
412.53125,3.1,2.25,0.19
412.5625,2.86,1.85,0.38
412.59375,2.51,1.5,0.28
412.625,3.2,1.81,0.26
412.65625,2.71,2.06,0.39
412.6875,2.93,1.84,0.17
412.71875,3,2.16,0.19
412.75,3.04,2.07,0.17
412.78125,2.94,2.01,0.15
412.8125,2.82,2.27,0.07
412.84375,2.75,2,0.21
412.875,2.63,1.88,0.35
412.90625,2.69,2,0.15
412.9375,2.78,1.9,0.12
412.96875,2.83,2.17,0.07
413,2.99,2.16,0.29
413.03125,2.58,2.22,0.26
413.0625,2.92,2.15,0.19
413.09375,2.93,2.21,0.3
413.125,2.76,1.78,0.43
413.15625,2.76,1.99,0.2
413.1875,2.5,1.91,0.1
413.21875,2.61,1.8,0.41
413.25,2.73,2.23,0.11
413.28125,2.68,2.34,0.18
413.3125,2.7,2,0.3
413.34375,2.81,2.05,0.27
413.375,2.52,1.29,0.21
413.40625,2.65,1.78,0.35
413.4375,2.73,2.23,0.03
413.46875,2.78,2.2,0.14
413.5,2.69,2.05,-0.02
413.53125,2.67,2.48,0.32
413.5625,2.93,2.1,-0.08
413.59375,3,2.31,0.27
413.625,3,1.97,0.25
413.65625,2.85,2.19,0.12
413.6875,2.97,2.29,0.09
413.71875,3,1.9,0.41
413.75,2.83,2.29,0.28
413.78125,2.58,2.04,0.36
413.8125,2.82,2.51,0.12
413.84375,3.01,2.22,0.29
413.875,2.97,2.15,0.25
413.90625,2.95,2.49,0.21
413.9375,3.09,2.13,0.17
413.96875,2.82,2.17,0.27
414,2.86,1.74,0.48
414.03125,2.72,2.32,0.02
414.0625,2.88,1.93,0.38
414.09375,2.92,2.08,0.3
414.125,2.92,2.46,0.22
414.15625,3.21,2.51,0.1
414.1875,2.96,2.26,0.28
414.21875,2.96,2.4,0.3
414.25,2.73,2.07,-0.14
414.28125,2.63,1.99,0.14
414.3125,2.97,2.47,0.15
414.34375,2.64,2.3,0.02
414.375,2.78,2.05,0.26
